12294,MIDDLE EAST,EGYPT,EGYPT    2
12295,ASIA,VIETNAM,VIETNAM  2
12296,MIDDLE EAST,IRAQ,IRAQ     4
12297,EUROPE,GERMANY,GERMANY  2
12298,MIDDLE EAST,IRAQ,IRAQ     3
12299,EUROPE,FRANCE,FRANCE   1
12300,AFRICA,MOROCCO,MOROCCO  2
12301,EUROPE,RUSSIA,RUSSIA   3
12302,MIDDLE EAST,IRAQ,IRAQ     1
12303,EUROPE,ROMANIA,ROMANIA  5
12304,MIDDLE EAST,IRAQ,IRAQ     8
12305,ASIA,VIETNAM,VIETNAM  0
12306,AFRICA,ALGERIA,ALGERIA  9
12307,AMERICA,BRAZIL,BRAZIL   1
12308,AMERICA,BRAZIL,BRAZIL   4
12309,EUROPE,UNITED KINGDOM,UNITED KI4
12310,EUROPE,ROMANIA,ROMANIA  9
12311,AMERICA,UNITED STATES,UNITED ST7
12312,AFRICA,KENYA,KENYA    3
12313,MIDDLE EAST,EGYPT,EGYPT    6
12314,AMERICA,CANADA,CANADA   9
12315,EUROPE,RUSSIA,RUSSIA   5
12316,AFRICA,ALGERIA,ALGERIA  0
12317,ASIA,INDIA,INDIA    7
12318,EUROPE,FRANCE,FRANCE   5
12319,EUROPE,RUSSIA,RUSSIA   7
12320,EUROPE,ROMANIA,ROMANIA  7
12321,AMERICA,CANADA,CANADA   1
12322,EUROPE,ROMANIA,ROMANIA  5
12323,MIDDLE EAST,IRAN,IRAN     2
12324,EUROPE,RUSSIA,RUSSIA   9
12325,EUROPE,GERMANY,GERMANY  4
12326,MIDDLE EAST,IRAQ,IRAQ     3
12327,EUROPE,FRANCE,FRANCE   0
12328,EUROPE,RUSSIA,RUSSIA   6
12329,EUROPE,GERMANY,GERMANY  0
12330,ASIA,INDONESIA,INDONESIA7
12331,AFRICA,MOZAMBIQUE,MOZAMBIQU1
12332,ASIA,JAPAN,JAPAN    3
12333,ASIA,CHINA,CHINA    6
12334,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA3
12335,MIDDLE EAST,JORDAN,JORDAN   2
12336,EUROPE,RUSSIA,RUSSIA   2
12337,AMERICA,ARGENTINA,ARGENTINA5
12338,AMERICA,ARGENTINA,ARGENTINA7
12339,MIDDLE EAST,IRAN,IRAN     7
12340,AFRICA,KENYA,KENYA    3
12341,AFRICA,ALGERIA,ALGERIA  1
12342,MIDDLE EAST,IRAQ,IRAQ     2
12343,ASIA,JAPAN,JAPAN    1
12344,EUROPE,FRANCE,FRANCE   0
12345,AMERICA,CANADA,CANADA   0
12346,ASIA,VIETNAM,VIETNAM  1
12347,MIDDLE EAST,EGYPT,EGYPT    8
12348,ASIA,INDONESIA,INDONESIA5
12349,ASIA,JAPAN,JAPAN    4
12350,EUROPE,UNITED KINGDOM,UNITED KI8
12351,AFRICA,ETHIOPIA,ETHIOPIA 6
12352,MIDDLE EAST,IRAN,IRAN     6
12353,MIDDLE EAST,IRAN,IRAN     9
12354,EUROPE,RUSSIA,RUSSIA   1
12355,ASIA,JAPAN,JAPAN    5
12356,EUROPE,FRANCE,FRANCE   0
12357,MIDDLE EAST,IRAN,IRAN     7
12358,AFRICA,ALGERIA,ALGERIA  0
12359,MIDDLE EAST,JORDAN,JORDAN   1
12360,AMERICA,CANADA,CANADA   5
12361,EUROPE,RUSSIA,RUSSIA   8
12362,ASIA,INDONESIA,INDONESIA2
12363,AFRICA,ALGERIA,ALGERIA  0
12364,ASIA,CHINA,CHINA    9
12365,MIDDLE EAST,EGYPT,EGYPT    9
12366,ASIA,CHINA,CHINA    0
12367,AMERICA,UNITED STATES,UNITED ST4
12368,MIDDLE EAST,JORDAN,JORDAN   2
12369,EUROPE,UNITED KINGDOM,UNITED KI4
12370,AMERICA,ARGENTINA,ARGENTINA8
12371,AMERICA,UNITED STATES,UNITED ST1
12372,EUROPE,FRANCE,FRANCE   0
12373,ASIA,CHINA,CHINA    2
12374,ASIA,VIETNAM,VIETNAM  5
12375,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
12376,ASIA,INDONESIA,INDONESIA3
12377,ASIA,JAPAN,JAPAN    9
12378,AFRICA,ALGERIA,ALGERIA  2
12379,AMERICA,ARGENTINA,ARGENTINA2
12380,AMERICA,ARGENTINA,ARGENTINA2
12381,MIDDLE EAST,JORDAN,JORDAN   1
12382,EUROPE,ROMANIA,ROMANIA  3
12383,EUROPE,FRANCE,FRANCE   5
12384,ASIA,INDONESIA,INDONESIA4
12385,MIDDLE EAST,IRAQ,IRAQ     0
12386,EUROPE,UNITED KINGDOM,UNITED KI4
12387,AMERICA,ARGENTINA,ARGENTINA2
12388,MIDDLE EAST,EGYPT,EGYPT    0
12389,AMERICA,ARGENTINA,ARGENTINA4
12390,ASIA,JAPAN,JAPAN    4
12391,MIDDLE EAST,JORDAN,JORDAN   5
12392,AMERICA,UNITED STATES,UNITED ST9
12393,AMERICA,BRAZIL,BRAZIL   0
12394,MIDDLE EAST,EGYPT,EGYPT    8
12395,AMERICA,PERU,PERU     6
12396,AMERICA,ARGENTINA,ARGENTINA4
12397,AFRICA,MOZAMBIQUE,MOZAMBIQU5
12398,EUROPE,ROMANIA,ROMANIA  0
12399,AFRICA,MOROCCO,MOROCCO  6
12400,ASIA,INDIA,INDIA    1
12401,AFRICA,ETHIOPIA,ETHIOPIA 7
12402,EUROPE,ROMANIA,ROMANIA  9
12403,EUROPE,GERMANY,GERMANY  1
12404,MIDDLE EAST,IRAN,IRAN     6
12405,AFRICA,KENYA,KENYA    1
12406,AFRICA,MOZAMBIQUE,MOZAMBIQU0
12407,ASIA,VIETNAM,VIETNAM  8
12408,MIDDLE EAST,EGYPT,EGYPT    2
12409,EUROPE,UNITED KINGDOM,UNITED KI1
12410,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
12411,EUROPE,UNITED KINGDOM,UNITED KI9
12412,MIDDLE EAST,IRAQ,IRAQ     3
12413,EUROPE,UNITED KINGDOM,UNITED KI4
12414,AMERICA,UNITED STATES,UNITED ST3
12415,AFRICA,MOROCCO,MOROCCO  9
12416,MIDDLE EAST,IRAQ,IRAQ     3
12417,AMERICA,UNITED STATES,UNITED ST5
12418,ASIA,JAPAN,JAPAN    8
12419,EUROPE,GERMANY,GERMANY  3
12420,AFRICA,ALGERIA,ALGERIA  1
12421,AMERICA,UNITED STATES,UNITED ST6
12422,MIDDLE EAST,JORDAN,JORDAN   2
12423,AMERICA,CANADA,CANADA   8
12424,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA6
12425,MIDDLE EAST,JORDAN,JORDAN   4
12426,ASIA,VIETNAM,VIETNAM  0
12427,AMERICA,ARGENTINA,ARGENTINA9
12428,MIDDLE EAST,EGYPT,EGYPT    1
12429,EUROPE,ROMANIA,ROMANIA  4
12430,EUROPE,ROMANIA,ROMANIA  2
12431,AMERICA,BRAZIL,BRAZIL   0
12432,AMERICA,BRAZIL,BRAZIL   6
12433,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
12434,EUROPE,GERMANY,GERMANY  0
12435,AFRICA,KENYA,KENYA    5
12436,AFRICA,MOZAMBIQUE,MOZAMBIQU0
12437,AMERICA,ARGENTINA,ARGENTINA5
12438,ASIA,JAPAN,JAPAN    8
12439,AFRICA,MOZAMBIQUE,MOZAMBIQU2
12440,AMERICA,UNITED STATES,UNITED ST5
12441,MIDDLE EAST,JORDAN,JORDAN   4
12442,ASIA,CHINA,CHINA    4
12443,AMERICA,UNITED STATES,UNITED ST6
12444,EUROPE,UNITED KINGDOM,UNITED KI5
12445,AFRICA,ETHIOPIA,ETHIOPIA 0
12446,AFRICA,KENYA,KENYA    8
12447,EUROPE,ROMANIA,ROMANIA  6
12448,AMERICA,UNITED STATES,UNITED ST0
12449,AMERICA,ARGENTINA,ARGENTINA1
12450,ASIA,INDIA,INDIA    9
12451,AMERICA,CANADA,CANADA   8
12452,MIDDLE EAST,JORDAN,JORDAN   9
12453,AMERICA,PERU,PERU     8
12454,MIDDLE EAST,IRAQ,IRAQ     3
12455,MIDDLE EAST,JORDAN,JORDAN   5
12456,ASIA,CHINA,CHINA    2
12457,MIDDLE EAST,JORDAN,JORDAN   5
12458,EUROPE,RUSSIA,RUSSIA   3
12459,AMERICA,CANADA,CANADA   3
12460,MIDDLE EAST,JORDAN,JORDAN   8
12461,AFRICA,ETHIOPIA,ETHIOPIA 1
12462,AMERICA,BRAZIL,BRAZIL   8
12463,MIDDLE EAST,IRAN,IRAN     8
12464,AFRICA,MOZAMBIQUE,MOZAMBIQU7
12465,ASIA,JAPAN,JAPAN    1
12466,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
12467,AFRICA,KENYA,KENYA    3
12468,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA6
12469,EUROPE,GERMANY,GERMANY  7
12470,EUROPE,RUSSIA,RUSSIA   1
12471,MIDDLE EAST,EGYPT,EGYPT    3
12472,MIDDLE EAST,EGYPT,EGYPT    3
12473,AFRICA,MOZAMBIQUE,MOZAMBIQU8
12474,MIDDLE EAST,IRAN,IRAN     9
12475,AFRICA,ETHIOPIA,ETHIOPIA 9
12476,MIDDLE EAST,EGYPT,EGYPT    0
12477,AMERICA,BRAZIL,BRAZIL   4
12478,ASIA,INDIA,INDIA    3
12479,EUROPE,UNITED KINGDOM,UNITED KI3
12480,EUROPE,FRANCE,FRANCE   7
12481,ASIA,INDIA,INDIA    5
12482,MIDDLE EAST,EGYPT,EGYPT    8
12483,AMERICA,ARGENTINA,ARGENTINA2
12484,ASIA,INDONESIA,INDONESIA5
12485,EUROPE,RUSSIA,RUSSIA   8
12486,AMERICA,PERU,PERU     4
12487,ASIA,VIETNAM,VIETNAM  1
12488,ASIA,VIETNAM,VIETNAM  4
12489,EUROPE,ROMANIA,ROMANIA  0
12490,EUROPE,RUSSIA,RUSSIA   8
12491,AFRICA,MOZAMBIQUE,MOZAMBIQU0
12492,AMERICA,ARGENTINA,ARGENTINA5
12493,ASIA,INDONESIA,INDONESIA4
12494,ASIA,INDONESIA,INDONESIA9
12495,AMERICA,BRAZIL,BRAZIL   0
12496,MIDDLE EAST,EGYPT,EGYPT    7
12497,MIDDLE EAST,JORDAN,JORDAN   4
12498,AFRICA,KENYA,KENYA    6
12499,AFRICA,MOZAMBIQUE,MOZAMBIQU0
12500,AMERICA,PERU,PERU     7
12501,EUROPE,UNITED KINGDOM,UNITED KI7
12502,MIDDLE EAST,IRAN,IRAN     7
12503,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA1
12504,AMERICA,CANADA,CANADA   9
12505,ASIA,CHINA,CHINA    1
12506,MIDDLE EAST,IRAN,IRAN     2
12507,AMERICA,ARGENTINA,ARGENTINA9
12508,ASIA,JAPAN,JAPAN    6
12509,EUROPE,RUSSIA,RUSSIA   4
12510,MIDDLE EAST,IRAN,IRAN     8
12511,EUROPE,FRANCE,FRANCE   9
12512,AFRICA,ALGERIA,ALGERIA  5
12513,MIDDLE EAST,IRAN,IRAN     8
12514,MIDDLE EAST,EGYPT,EGYPT    4
12515,AMERICA,UNITED STATES,UNITED ST1
12516,AMERICA,UNITED STATES,UNITED ST2
12517,AMERICA,BRAZIL,BRAZIL   1
12518,AMERICA,ARGENTINA,ARGENTINA7
12519,MIDDLE EAST,EGYPT,EGYPT    2
12520,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
12521,AMERICA,CANADA,CANADA   5
12522,ASIA,CHINA,CHINA    8
12523,AFRICA,MOZAMBIQUE,MOZAMBIQU5
12524,AFRICA,KENYA,KENYA    5
12525,AFRICA,MOROCCO,MOROCCO  5
12526,MIDDLE EAST,IRAQ,IRAQ     5
12527,AMERICA,CANADA,CANADA   3
12528,EUROPE,RUSSIA,RUSSIA   6
12529,AFRICA,KENYA,KENYA    2
12530,AFRICA,KENYA,KENYA    9
12531,AFRICA,MOZAMBIQUE,MOZAMBIQU3
12532,EUROPE,RUSSIA,RUSSIA   5
12533,AFRICA,KENYA,KENYA    7
12534,MIDDLE EAST,IRAN,IRAN     0
12535,AFRICA,MOROCCO,MOROCCO  5
12536,EUROPE,GERMANY,GERMANY  0
12537,ASIA,VIETNAM,VIETNAM  3
12538,AMERICA,CANADA,CANADA   9
12539,AMERICA,PERU,PERU     7
12540,MIDDLE EAST,EGYPT,EGYPT    8
12541,ASIA,INDONESIA,INDONESIA1
12542,EUROPE,UNITED KINGDOM,UNITED KI5
12543,EUROPE,ROMANIA,ROMANIA  4
12544,AFRICA,MOROCCO,MOROCCO  3
12545,EUROPE,ROMANIA,ROMANIA  9
12546,ASIA,VIETNAM,VIETNAM  1
12547,AFRICA,KENYA,KENYA    1
12548,AMERICA,PERU,PERU     5
12549,AFRICA,KENYA,KENYA    2
12550,AFRICA,KENYA,KENYA    6
12551,AFRICA,KENYA,KENYA    4
12552,EUROPE,FRANCE,FRANCE   6
12553,EUROPE,GERMANY,GERMANY  7
12554,ASIA,INDONESIA,INDONESIA7
12555,ASIA,JAPAN,JAPAN    6
12556,ASIA,INDONESIA,INDONESIA2
12557,MIDDLE EAST,IRAN,IRAN     2
12558,AFRICA,KENYA,KENYA    7
12559,AFRICA,ALGERIA,ALGERIA  5
12560,ASIA,CHINA,CHINA    8
12561,AMERICA,PERU,PERU     6
12562,MIDDLE EAST,EGYPT,EGYPT    5
12563,ASIA,VIETNAM,VIETNAM  2
12564,AMERICA,BRAZIL,BRAZIL   8
12565,ASIA,VIETNAM,VIETNAM  5
12566,MIDDLE EAST,EGYPT,EGYPT    9
12567,ASIA,INDIA,INDIA    1
12568,AMERICA,BRAZIL,BRAZIL   7
12569,AFRICA,KENYA,KENYA    3
12570,AMERICA,BRAZIL,BRAZIL   5
12571,AFRICA,ALGERIA,ALGERIA  8
12572,ASIA,INDONESIA,INDONESIA4
12573,EUROPE,UNITED KINGDOM,UNITED KI3
12574,AMERICA,UNITED STATES,UNITED ST2
12575,ASIA,CHINA,CHINA    2
12576,AMERICA,PERU,PERU     6
12577,AFRICA,ETHIOPIA,ETHIOPIA 3
12578,AMERICA,CANADA,CANADA   9
12579,MIDDLE EAST,IRAQ,IRAQ     9
12580,MIDDLE EAST,IRAQ,IRAQ     6
12581,EUROPE,FRANCE,FRANCE   3
12582,MIDDLE EAST,EGYPT,EGYPT    9
12583,AFRICA,ETHIOPIA,ETHIOPIA 9
12584,MIDDLE EAST,IRAQ,IRAQ     9
12585,AMERICA,PERU,PERU     2
12586,EUROPE,RUSSIA,RUSSIA   4
12587,AFRICA,ETHIOPIA,ETHIOPIA 7
12588,AMERICA,PERU,PERU     2
12589,AMERICA,ARGENTINA,ARGENTINA4
12590,MIDDLE EAST,JORDAN,JORDAN   6
12591,EUROPE,ROMANIA,ROMANIA  8
12592,AFRICA,ETHIOPIA,ETHIOPIA 8
12593,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
12594,AMERICA,ARGENTINA,ARGENTINA5
12595,ASIA,INDIA,INDIA    0
12596,EUROPE,GERMANY,GERMANY  0
12597,EUROPE,UNITED KINGDOM,UNITED KI3
12598,AFRICA,MOZAMBIQUE,MOZAMBIQU4
12599,AFRICA,MOZAMBIQUE,MOZAMBIQU3
12600,MIDDLE EAST,IRAN,IRAN     7
12601,EUROPE,ROMANIA,ROMANIA  9
12602,MIDDLE EAST,IRAN,IRAN     2
12603,MIDDLE EAST,JORDAN,JORDAN   9
12604,AFRICA,MOROCCO,MOROCCO  2
12605,EUROPE,FRANCE,FRANCE   3
12606,AMERICA,UNITED STATES,UNITED ST8
12607,EUROPE,FRANCE,FRANCE   9
12608,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA5
12609,ASIA,INDIA,INDIA    0
12610,EUROPE,ROMANIA,ROMANIA  7
12611,EUROPE,UNITED KINGDOM,UNITED KI0
12612,ASIA,INDIA,INDIA    7
12613,AMERICA,PERU,PERU     4
12614,AMERICA,CANADA,CANADA   1
12615,ASIA,INDONESIA,INDONESIA4
12616,MIDDLE EAST,JORDAN,JORDAN   8
12617,AFRICA,MOROCCO,MOROCCO  4
12618,ASIA,INDIA,INDIA    3
12619,MIDDLE EAST,JORDAN,JORDAN   8
12620,MIDDLE EAST,IRAQ,IRAQ     2
12621,AFRICA,MOZAMBIQUE,MOZAMBIQU6
12622,AMERICA,PERU,PERU     2
12623,AFRICA,MOZAMBIQUE,MOZAMBIQU0
12624,MIDDLE EAST,IRAQ,IRAQ     7
12625,AMERICA,CANADA,CANADA   5
12626,AFRICA,KENYA,KENYA    7
12627,ASIA,CHINA,CHINA    1
12628,EUROPE,FRANCE,FRANCE   3
12629,ASIA,INDIA,INDIA    1
12630,AFRICA,MOROCCO,MOROCCO  4
12631,AFRICA,MOZAMBIQUE,MOZAMBIQU8
12632,ASIA,CHINA,CHINA    1
12633,ASIA,VIETNAM,VIETNAM  4
12634,AMERICA,PERU,PERU     9
12635,ASIA,INDIA,INDIA    1
12636,AFRICA,ALGERIA,ALGERIA  6
12637,AFRICA,ETHIOPIA,ETHIOPIA 3
12638,AFRICA,KENYA,KENYA    7
12639,AMERICA,BRAZIL,BRAZIL   1
12640,ASIA,CHINA,CHINA    3
12641,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
12642,ASIA,CHINA,CHINA    6
12643,AFRICA,MOROCCO,MOROCCO  3
12644,ASIA,CHINA,CHINA    4
12645,EUROPE,RUSSIA,RUSSIA   6
12646,ASIA,INDONESIA,INDONESIA9
12647,ASIA,INDIA,INDIA    8
12648,EUROPE,UNITED KINGDOM,UNITED KI1
12649,AFRICA,ETHIOPIA,ETHIOPIA 6
12650,EUROPE,RUSSIA,RUSSIA   5
12651,AMERICA,CANADA,CANADA   1
12652,EUROPE,FRANCE,FRANCE   8
12653,AMERICA,UNITED STATES,UNITED ST9
12654,MIDDLE EAST,EGYPT,EGYPT    2
12655,EUROPE,FRANCE,FRANCE   8
12656,EUROPE,GERMANY,GERMANY  6
12657,AMERICA,ARGENTINA,ARGENTINA3
12658,AFRICA,ALGERIA,ALGERIA  0
12659,EUROPE,RUSSIA,RUSSIA   3
12660,EUROPE,ROMANIA,ROMANIA  2
12661,EUROPE,FRANCE,FRANCE   7
12662,ASIA,INDIA,INDIA    4
12663,EUROPE,FRANCE,FRANCE   0
12664,ASIA,INDIA,INDIA    5
12665,EUROPE,ROMANIA,ROMANIA  7
12666,MIDDLE EAST,JORDAN,JORDAN   4
12667,AMERICA,CANADA,CANADA   4
12668,MIDDLE EAST,JORDAN,JORDAN   8
12669,MIDDLE EAST,IRAQ,IRAQ     1
12670,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
12671,AMERICA,UNITED STATES,UNITED ST5
12672,ASIA,VIETNAM,VIETNAM  7
12673,AFRICA,ETHIOPIA,ETHIOPIA 0
12674,MIDDLE EAST,JORDAN,JORDAN   2
12675,AFRICA,KENYA,KENYA    6
12676,EUROPE,FRANCE,FRANCE   6
12677,MIDDLE EAST,JORDAN,JORDAN   0
12678,AFRICA,MOZAMBIQUE,MOZAMBIQU4
12679,MIDDLE EAST,IRAN,IRAN     0
12680,ASIA,INDIA,INDIA    6
12681,EUROPE,ROMANIA,ROMANIA  3
12682,EUROPE,RUSSIA,RUSSIA   5
12683,MIDDLE EAST,EGYPT,EGYPT    6
12684,AMERICA,CANADA,CANADA   4
12685,AFRICA,KENYA,KENYA    4
12686,MIDDLE EAST,IRAN,IRAN     7
12687,AFRICA,ALGERIA,ALGERIA  5
12688,ASIA,CHINA,CHINA    1
12689,MIDDLE EAST,IRAN,IRAN     0
12690,ASIA,VIETNAM,VIETNAM  3
12691,MIDDLE EAST,IRAN,IRAN     1
12692,MIDDLE EAST,JORDAN,JORDAN   1
12693,MIDDLE EAST,IRAN,IRAN     5
12694,AMERICA,UNITED STATES,UNITED ST1
12695,MIDDLE EAST,IRAQ,IRAQ     1
12696,MIDDLE EAST,JORDAN,JORDAN   4
12697,MIDDLE EAST,EGYPT,EGYPT    0
12698,ASIA,INDONESIA,INDONESIA9
12699,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA8
12700,EUROPE,FRANCE,FRANCE   6
12701,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA3
12702,AFRICA,KENYA,KENYA    0
12703,MIDDLE EAST,JORDAN,JORDAN   4
12704,MIDDLE EAST,EGYPT,EGYPT    4
12705,AFRICA,ALGERIA,ALGERIA  8
12706,EUROPE,FRANCE,FRANCE   3
12707,AMERICA,CANADA,CANADA   6
12708,AFRICA,MOROCCO,MOROCCO  7
12709,AFRICA,ALGERIA,ALGERIA  1
12710,ASIA,JAPAN,JAPAN    3
12711,EUROPE,GERMANY,GERMANY  2
12712,AMERICA,ARGENTINA,ARGENTINA7
12713,EUROPE,UNITED KINGDOM,UNITED KI9
12714,EUROPE,FRANCE,FRANCE   9
12715,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
12716,ASIA,INDONESIA,INDONESIA7
12717,MIDDLE EAST,IRAN,IRAN     2
12718,ASIA,JAPAN,JAPAN    0
12719,EUROPE,UNITED KINGDOM,UNITED KI0
12720,MIDDLE EAST,IRAQ,IRAQ     5
12721,MIDDLE EAST,IRAQ,IRAQ     6
12722,AMERICA,UNITED STATES,UNITED ST1
12723,AFRICA,ETHIOPIA,ETHIOPIA 6
12724,AMERICA,PERU,PERU     4
12725,AMERICA,CANADA,CANADA   8
12726,AFRICA,KENYA,KENYA    7
12727,AMERICA,CANADA,CANADA   6
12728,MIDDLE EAST,JORDAN,JORDAN   7
12729,AMERICA,PERU,PERU     8
12730,EUROPE,GERMANY,GERMANY  0
12731,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA8
12732,AFRICA,ALGERIA,ALGERIA  7
12733,EUROPE,FRANCE,FRANCE   8
12734,ASIA,JAPAN,JAPAN    8
12735,EUROPE,UNITED KINGDOM,UNITED KI5
12736,AMERICA,UNITED STATES,UNITED ST0
12737,EUROPE,GERMANY,GERMANY  5
12738,AFRICA,MOROCCO,MOROCCO  6
12739,ASIA,VIETNAM,VIETNAM  3
12740,MIDDLE EAST,IRAQ,IRAQ     2
12741,AFRICA,ALGERIA,ALGERIA  8
12742,AFRICA,KENYA,KENYA    9
12743,AMERICA,UNITED STATES,UNITED ST0
12744,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA3
12745,ASIA,CHINA,CHINA    2
12746,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA6
12747,AMERICA,PERU,PERU     1
12748,AMERICA,CANADA,CANADA   3
12749,ASIA,JAPAN,JAPAN    5
12750,ASIA,INDONESIA,INDONESIA8
12751,AFRICA,MOZAMBIQUE,MOZAMBIQU3
12752,AFRICA,MOZAMBIQUE,MOZAMBIQU9
12753,EUROPE,GERMANY,GERMANY  0
12754,ASIA,INDONESIA,INDONESIA5
12755,AFRICA,KENYA,KENYA    8
12756,ASIA,VIETNAM,VIETNAM  3
12757,AFRICA,ETHIOPIA,ETHIOPIA 0
12758,AFRICA,ALGERIA,ALGERIA  9
12759,MIDDLE EAST,EGYPT,EGYPT    1
12760,ASIA,VIETNAM,VIETNAM  0
12761,EUROPE,UNITED KINGDOM,UNITED KI2
12762,AMERICA,CANADA,CANADA   6
12763,ASIA,INDIA,INDIA    9
12764,AFRICA,ALGERIA,ALGERIA  7
12765,EUROPE,RUSSIA,RUSSIA   5
12766,EUROPE,GERMANY,GERMANY  1
12767,AMERICA,ARGENTINA,ARGENTINA6
12768,EUROPE,RUSSIA,RUSSIA   2
12769,AFRICA,ALGERIA,ALGERIA  0
12770,AFRICA,ALGERIA,ALGERIA  0
12771,EUROPE,ROMANIA,ROMANIA  8
12772,AMERICA,UNITED STATES,UNITED ST8
12773,EUROPE,ROMANIA,ROMANIA  9
12774,AMERICA,PERU,PERU     2
12775,ASIA,JAPAN,JAPAN    3
12776,ASIA,VIETNAM,VIETNAM  7
12777,AFRICA,KENYA,KENYA    5
12778,AFRICA,MOROCCO,MOROCCO  6
12779,ASIA,INDIA,INDIA    7
12780,ASIA,CHINA,CHINA    9
12781,MIDDLE EAST,IRAQ,IRAQ     0
12782,AMERICA,ARGENTINA,ARGENTINA5
12783,AMERICA,PERU,PERU     4
12784,AMERICA,CANADA,CANADA   3
12785,AMERICA,UNITED STATES,UNITED ST4
12786,AMERICA,CANADA,CANADA   9
12787,AMERICA,CANADA,CANADA   8
12788,AFRICA,ETHIOPIA,ETHIOPIA 7
12789,AMERICA,UNITED STATES,UNITED ST9
12790,ASIA,INDIA,INDIA    5
12791,ASIA,JAPAN,JAPAN    3
12792,EUROPE,RUSSIA,RUSSIA   9
12793,AFRICA,KENYA,KENYA    3
12794,MIDDLE EAST,JORDAN,JORDAN   1
12795,AFRICA,MOZAMBIQUE,MOZAMBIQU7
12796,ASIA,CHINA,CHINA    4
12797,AMERICA,CANADA,CANADA   3
12798,MIDDLE EAST,IRAN,IRAN     3
12799,AMERICA,CANADA,CANADA   0
12800,AMERICA,PERU,PERU     4
12801,ASIA,CHINA,CHINA    0
12802,ASIA,CHINA,CHINA    8
12803,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA3
12804,EUROPE,GERMANY,GERMANY  5
12805,MIDDLE EAST,JORDAN,JORDAN   7
12806,EUROPE,UNITED KINGDOM,UNITED KI4
12807,EUROPE,ROMANIA,ROMANIA  3
12808,AMERICA,PERU,PERU     0
12809,EUROPE,RUSSIA,RUSSIA   6
12810,EUROPE,FRANCE,FRANCE   6
12811,AFRICA,MOZAMBIQUE,MOZAMBIQU7
12812,EUROPE,ROMANIA,ROMANIA  2
12813,AMERICA,BRAZIL,BRAZIL   7
12814,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
12815,EUROPE,UNITED KINGDOM,UNITED KI6
12816,MIDDLE EAST,IRAN,IRAN     2
12817,ASIA,VIETNAM,VIETNAM  9
12818,AMERICA,BRAZIL,BRAZIL   4
12819,ASIA,VIETNAM,VIETNAM  2
12820,ASIA,INDIA,INDIA    6
12821,ASIA,VIETNAM,VIETNAM  4
12822,AMERICA,ARGENTINA,ARGENTINA8
12823,EUROPE,FRANCE,FRANCE   6
12824,AMERICA,BRAZIL,BRAZIL   5
12825,EUROPE,ROMANIA,ROMANIA  3
12826,AMERICA,PERU,PERU     4
12827,AFRICA,ALGERIA,ALGERIA  0
12828,MIDDLE EAST,EGYPT,EGYPT    3
12829,AFRICA,ALGERIA,ALGERIA  7
12830,ASIA,JAPAN,JAPAN    6
12831,MIDDLE EAST,IRAN,IRAN     1
12832,EUROPE,ROMANIA,ROMANIA  9
12833,AFRICA,ETHIOPIA,ETHIOPIA 2
12834,AMERICA,UNITED STATES,UNITED ST7
12835,ASIA,JAPAN,JAPAN    3
12836,AMERICA,CANADA,CANADA   6
12837,ASIA,INDIA,INDIA    9
12838,EUROPE,RUSSIA,RUSSIA   0
12839,ASIA,JAPAN,JAPAN    7
12840,MIDDLE EAST,IRAN,IRAN     8
12841,ASIA,INDONESIA,INDONESIA7
12842,ASIA,VIETNAM,VIETNAM  6
12843,MIDDLE EAST,EGYPT,EGYPT    8
12844,ASIA,INDONESIA,INDONESIA5
12845,MIDDLE EAST,EGYPT,EGYPT    7
12846,ASIA,INDIA,INDIA    5
12847,AMERICA,BRAZIL,BRAZIL   4
12848,AMERICA,ARGENTINA,ARGENTINA4
12849,AMERICA,PERU,PERU     2
12850,AMERICA,CANADA,CANADA   2
12851,AFRICA,KENYA,KENYA    8
12852,AMERICA,BRAZIL,BRAZIL   4
12853,EUROPE,UNITED KINGDOM,UNITED KI8
12854,ASIA,INDONESIA,INDONESIA4
12855,AMERICA,CANADA,CANADA   7
12856,AMERICA,ARGENTINA,ARGENTINA4
12857,AMERICA,PERU,PERU     0
12858,AFRICA,KENYA,KENYA    1
12859,MIDDLE EAST,IRAQ,IRAQ     7
12860,ASIA,CHINA,CHINA    0
