order;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel;iandryLabel
815;dibstudent07--2016-09-25--23-45.log-9;68;0.0571428571428571;3;2;3;0;2;2;10;0;0;2;0;0.0670025728987993;0;149.248;0.026;0.139328928545121;3;0;1;0.078740157480315;11.259;0;1;1;NA
816;dibstudent07--2016-09-25--23-45.log-90;49;0.0857142857142857;0;0;0;0.1;3;3;91;2;2;3;0;0.0376253523758963;1;2418.582;0.043;0.245918126086877;0;1;3;0.716535433070866;2.155;1;0;1;NA
817;dibstudent07--2016-09-25--23-45.log-91;24;0.1;2;0;2;0.0571428571428571;3;3;92;1;1;3;0;0.0380045935987045;0.489795918367347;2420.76;0.023;0.37334974506078;0;1;2;0.724409448818898;3.346;0;0;1;NA
818;dibstudent07--2016-09-25--23-45.log-92;28;0.0428571428571429;5;0;5;0;2;3;93;0;0;3;0;0.0383625858362858;0;2424.237;0.131;0.443285426050428;0;0;2;0.732283464566929;2.296;0;0;0;NA
819;dibstudent07--2016-09-25--23-45.log-93;6;0.0142857142857143;2;5;2;0;1;3;94;0;0;3;0;0.0387380622891557;0;2426.554;0.021;0.577148406892498;1;0;1;0.740157480314961;2.149;0;0;0;NA
820;dibstudent07--2016-09-25--23-45.log-94;96;0.0285714285714286;1;3;1;0;2;3;95;0;0;3;0.000506040862799671;0.0391153185469194;0;2428.716;0.013;0.282766143686556;0;0;1;0.748031496062992;8.438;0;1;0;NA
821;dibstudent07--2016-09-25--23-45.log-95;0;0;3;1;3;0.0142857142857143;0;3;96;0;1;3;0;0.0393895926131384;0;2437.192;0.038;0;1;0;0;0.755905511811024;6.979;0;0;0;NA
822;dibstudent07--2016-09-25--23-45.log-96;0;0;1;0;1;0.0285714285714286;0;3;97;1;2;3;0;0.0396856568671733;0;2444.208;0.037;0;0;0;0;0.763779527559055;3.771;0;1;0;NA
823;dibstudent07--2016-09-25--23-45.log-97;6;0.0142857142857143;3;4;3;0;1;3;98;0;0;3;0;0.0400324017357723;0;2448.017;0.038;0.577148406892498;10;0;0;0.771653543307087;19.278;0;0;0;NA
824;dibstudent07--2016-09-25--23-45.log-98;6;0.0142857142857143;0;4;0;0;1;3;99;0;0;3;0;0.0401245400876579;1;2467.318;0.023;0.577148406892498;9;1;1;0.779527559055118;3.163;1;0;0;NA
825;dibstudent07--2016-09-25--23-45.log-99;6;0.0142857142857143;0;4;0;0;1;3;100;0;0;3;0;0.0404775705685965;1;2470.504;0.023;0.577148406892498;8;1;1;0.78740157480315;34.281;1;0;0;NA
826;dibstudent07--2016-09-26--00-34.log-0;2;0.0175438596491228;0;2;0;0;1;0;1;0;0;1;0;1;1;0.025;0.025;0.000109651399301303;1;0.5;0;0.0196078431372549;6.905;0;0;0;0
827;dibstudent07--2016-09-26--00-34.log-1;20;0.0350877192982456;1;1;1;0;2;1;2;0;0;1;0.000314841634657767;0.281452293836195;0;7.106;0.176;0.192898078514704;0;0;1;0.0392156862745098;47.892;0;1;0;1
828;dibstudent07--2016-09-26--00-34.log-10;34;0.0701754385964912;0;5;0;0;2;1;11;0;0;1;0;0.110112314560852;1;99.898;0.206;0.00688501120590623;6;1;2;0.215686274509804;23.272;1;0;0;1
829;dibstudent07--2016-09-26--00-34.log-11;322;0.087719298245614;1;3;1;0;3;1;12;0;0;1;0;0.0972865168994787;0;123.347;0.177;0.152948206443002;5;0;2;0.235294117647059;21.225;0;1;1;1
830;dibstudent07--2016-09-26--00-34.log-12;322;0.087719298245614;0;3;0;0;3;1;13;0;0;1;0;0.0898665136631665;1;144.659;0.087;0.152948206443002;4;1;3;0.254901960784314;6.146;1;0;1;1
831;dibstudent07--2016-09-26--00-34.log-13;34;0.0701754385964912;1;3;1;0;2;1;14;0;0;1;0;0.0928000424228765;0;150.862;0.057;0.00688501120590623;3;0;2;0.274509803921569;20.288;0;0;0;1
832;dibstudent07--2016-09-26--00-34.log-14;322;0.087719298245614;1;2;1;0;3;1;15;0;0;1;0;0.087553407578623;0;171.324;0.174;0.152948206443002;2;0;2;0.294117647058824;5.379;0;1;1;0
833;dibstudent07--2016-09-26--00-34.log-15;322;0.087719298245614;0;2;0;0;3;1;16;0;0;1;0;0.0905315332646802;1;176.734;0.031;0.152948206443002;1;1;3;0.313725490196078;6.17;1;0;1;0
834;dibstudent07--2016-09-26--00-34.log-16;322;0.087719298245614;0;2;0;0;3;1;17;0;0;1;0;0.0929276585509845;1;182.938;0.034;0.152948206443002;0;1;3;0.333333333333333;3.015;1;0;1;0
835;dibstudent07--2016-09-26--00-34.log-17;20;0.0350877192982456;3;1;3;0;2;1;18;0;0;1;0;0.0967695111526862;0;186.009;0.056;0.192898078514704;1;0;2;0.352941176470588;14.561;0;0;0;1
836;dibstudent07--2016-09-26--00-34.log-18;2;0.0350877192982456;1;0;1;0.0175438596491228;2;1;19;0;1;1;0;0.0947205743057979;0.1;200.59;0.02;0.00161257705178119;0;1;2;0.372549019607843;7.022;0;1;0;1
837;dibstudent07--2016-09-26--00-34.log-19;28;0.087719298245614;3;3;3;0.0175438596491228;3;1;20;1;1;1;0;0.0963006119903892;0;207.683;0.071;0.125607398792674;3;0;2;0.392156862745098;18.063;0;1;1;1
838;dibstudent07--2016-09-26--00-34.log-2;322;0.087719298245614;3;9;3;0;3;1;3;0;0;1;0.0050433856467124;0.0541711809317443;0;55.38;0.382;0.152948206443003;14;0;2;0.0588235294117647;5.051;0;1;1;1
839;dibstudent07--2016-09-26--00-34.log-20;62;0.087719298245614;1;0;1;0.0350877192982456;3;1;21;1;2;1;0;0.0929849497217093;1;225.843;0.097;0.0801140537843601;2;0.451612903225806;3;0.411764705882353;6.254;0;1;1;1
840;dibstudent07--2016-09-26--00-34.log-21;62;0.087719298245614;0;0;0;0.0350877192982456;3;1;22;2;2;1;0;0.0947014536673138;1;232.309;0.212;0.0801140537843601;1;1;3;0.431372549019608;74.115;1;0;1;1
841;dibstudent07--2016-09-26--00-34.log-22;62;0.087719298245614;0;0;0;0.0350877192982456;3;1;23;2;2;1;0;0.0750356419299167;1;306.521;0.097;0.0801140537843601;0;1;3;0.450980392156863;9.817;1;0;1;1
842;dibstudent07--2016-09-26--00-34.log-23;34;0.0701754385964912;3;0;3;0;2;1;24;0;0;1;0;0.0758583850381978;0;316.379;0.041;0.00688501120590623;0;0;2;0.470588235294118;101.193;0;0;0;1
843;dibstudent07--2016-09-26--00-34.log-24;4;0.0701754385964912;2;0;2;0.105263157894737;2;1;25;0;2;1;0;0.0598666171769298;0.117647058823529;417.595;0.023;0.0327686668262218;2;1;2;0.490196078431373;170.738;0;1;0;1
844;dibstudent07--2016-09-26--00-34.log-25;55;0.0701754385964912;0;0;0;0.105263157894737;2;1;26;2;2;1;0.000797735058109524;0.043642760505316;1;595.746;7.413;0.0594430219507693;1;0.0727272727272727;2;0.509803921568627;138.375;1;0;0;1
845;dibstudent07--2016-09-26--00-34.log-26;55;0.0701754385964912;0;0;0;0.105263157894737;2;1;27;2;2;1;0;0.0364121368395074;1;741.511;7.39;0.0594430219507693;0;1;2;0.529411764705882;111.215;1;0;0;1
846;dibstudent07--2016-09-26--00-34.log-27;16;0.0701754385964912;6;1;6;0.526315789473684;2;1;28;2;8;1;0;0.0328335981519375;0.290909090909091;852.785;0.059;0.0820757854546622;1;1;2;0.549019607843137;35.435;0;1;0;1
847;dibstudent07--2016-09-26--00-34.log-28;88;0.087719298245614;1;0;1;0.526315789473684;3;1;29;8;8;1;0.000812715877655002;0.0326450848884776;0;888.342;0.122;0.198451329175131;0;0;2;0.568627450980392;87.444;0;1;1;1
848;dibstudent07--2016-09-26--00-34.log-29;50;0.087719298245614;5;3;5;0.614035087719298;3;1;30;8;13;1;0;0.0307402246085745;0.568181818181818;975.92;0.134;0.119929244618881;1;1;3;0.588235294117647;13.966;0;1;1;1
849;dibstudent07--2016-09-26--00-34.log-3;322;0.087719298245614;0;9;0;0;3;1;4;0;0;1;0;0.0659880891499084;1;60.617;0.186;0.152948206443002;13;1;3;0.0784313725490196;8.99;1;0;1;1
850;dibstudent07--2016-09-26--00-34.log-30;50;0.087719298245614;0;3;0;0.614035087719298;3;1;31;13;13;1;0;0.0313124038532438;1;990.023;0.137;0.119929244618881;0;1;3;0.607843137254902;66.722;1;0;1;1
851;dibstudent07--2016-09-26--00-34.log-31;88;0.12280701754386;2;0;2;0.614035087719298;4;1;32;13;13;1;0.00137347629972999;0.0302648266913073;0;1057.333;0.588;0.152612083313353;0;0;3;0.627450980392157;6.719;0;1;1;1
852;dibstudent07--2016-09-26--00-34.log-32;50;0.087719298245614;2;3;2;0.614035087719298;3;1;33;13;13;1;0;0.0310067030854488;0;1064.286;0.234;0.119929244618881;5;0;3;0.647058823529412;6.004;0;0;1;1
853;dibstudent07--2016-09-26--00-34.log-33;73;0.105263157894737;1;4;1;0.614035087719298;4;1;34;13;13;1;0.0011380643552008;0.0317504785917729;0;1070.85;0.56;0.140565203513155;4;0;3;0.666666666666667;10.397;0;1;1;1
854;dibstudent07--2016-09-26--00-34.log-34;73;0.105263157894737;0;4;0;0.614035087719298;4;1;35;13;13;1;0;0.0323512420566147;1;1081.875;0.628;0.140565203513155;3;1;4;0.686274509803922;4.412;1;0;1;1
855;dibstudent07--2016-09-26--00-34.log-35;50;0.087719298245614;1;1;1;0.614035087719298;3;1;36;13;13;1;0;0.0331362951044806;0;1086.422;0.135;0.119929244618881;2;0;3;0.705882352941177;19.617;0;0;1;1
856;dibstudent07--2016-09-26--00-34.log-36;148;0.105263157894737;1;3;1;0.614035087719298;4;1;37;13;13;1;0.00230199713805761;0.0334349635739627;0;1106.626;0.587;0.118434583189637;1;0;3;0.725490196078431;47.643;0;1;1;1
857;dibstudent07--2016-09-26--00-34.log-37;50;0.087719298245614;1;0;1;0.614035087719298;3;1;38;13;13;1;0;0.0329173903439434;0;1154.405;0.136;0.119929244618881;0;0;3;0.745098039215686;13.281;0;0;1;1
858;dibstudent07--2016-09-26--00-34.log-38;16;0.140350877192982;3;0;3;0.614035087719298;4;1;39;13;13;1;0.000248802637307955;0.033385580339831;0;1168.169;0.483;0.139970955111299;0;0;3;0.764705882352941;10.864;0;1;1;1
859;dibstudent07--2016-09-26--00-34.log-39;50;0.087719298245614;3;0;3;0.614035087719298;3;1;40;13;13;1;0;0.0339222231268148;0;1179.168;0.135;0.119929244618881;0;0;3;0.784313725490196;8.275;0;0;1;0
860;dibstudent07--2016-09-26--00-34.log-4;322;0.087719298245614;0;9;0;0;3;1;5;0;0;1;0;0.0717885396775259;1;69.649;0.042;0.152948206443003;12;1;3;0.0980392156862745;11.265;1;0;1;1
861;dibstudent07--2016-09-26--00-34.log-40;50;0.12280701754386;2;0;2;0.614035087719298;4;1;41;13;13;1;0.000776904192175021;0.0345114068617094;0;1188.013;0.57;0.119929244618881;0;0;3;0.803921568627451;3.57;0;1;1;0
862;dibstudent07--2016-09-26--00-34.log-41;50;0.087719298245614;2;0;2;0.614035087719298;3;1;42;13;13;1;0;0.0352431779277011;0;1191.72;0.137;0.119929244618881;0;0;3;0.823529411764706;13.57;0;0;1;0
863;dibstudent07--2016-09-26--00-34.log-42;94;0.12280701754386;2;0;2;0.614035087719298;4;1;43;13;13;1;0.00145844969900081;0.0356587540167928;0;1205.875;0.585;0.132721367766441;3;0;3;0.843137254901961;4.867;0;1;1;1
864;dibstudent07--2016-09-26--00-34.log-43;94;0.12280701754386;0;0;0;0.614035087719298;4;1;44;13;13;1;0;0.0363198424379199;1;1211.459;0.717;0.132721367766441;2;1;4;0.862745098039216;7.663;1;0;1;1
865;dibstudent07--2016-09-26--00-34.log-44;94;0.12280701754386;0;0;0;0.614035087719298;4;1;45;13;13;1;0;0.0369007926290257;1;1219.486;0.364;0.132721367766441;1;1;4;0.882352941176471;9.609;1;0;1;1
866;dibstudent07--2016-09-26--00-34.log-45;94;0.12280701754386;0;0;0;0.614035087719298;4;1;46;13;13;1;0;0.0374103878887936;1;1229.605;0.51;0.132721367766441;0;1;4;0.901960784313726;95.367;1;0;1;1
867;dibstudent07--2016-09-26--00-34.log-46;36;0.12280701754386;2;1;2;0.578947368421053;4;1;47;11;11;1;0;0.0354695833229566;0.382978723404255;1325.079;0.107;0.11480075717467;0;1;4;0.92156862745098;64.566;0;0;1;0
868;dibstudent07--2016-09-26--00-34.log-47;36;0.12280701754386;10;0;10;1.10526315789474;4;1;48;11;21;1;0.000558243394119836;0.0345320759820779;0;1390.012;0.367;0.11480075717467;0;0;4;0.941176470588235;10.754;0;1;1;0
869;dibstudent07--2016-09-26--00-34.log-48;12;0.175438596491228;3;0;3;1.10526315789474;5;1;49;21;21;1;0.000186046511627907;0.0349479774392975;0;1402.084;1.318;0.17484238973516;0;0;4;0.96078431372549;5.188;0;1;1;1
870;dibstudent07--2016-09-26--00-34.log-49;36;0.12280701754386;13;1;13;0.578947368421053;4;1;50;11;11;1;0;0.035526452285843;0;1407.402;0.13;0.11480075717467;1;0;4;0.980392156862745;6.566;0;0;1;0
871;dibstudent07--2016-09-26--00-34.log-5;34;0.0701754385964912;1;5;1;0;2;1;6;0;0;1;0.000532247964934252;0.0739617617691653;0;81.123;0.209;0.0068850112059059;11;0;2;0.117647058823529;3.522;0;0;0;1
872;dibstudent07--2016-09-26--00-34.log-50;45;0.140350877192982;1;0;1;0.578947368421053;5;1;51;11;11;1;0.000697188008366256;0.0360610067384587;0;1414.27;0.302;0.0990990425768157;0;0;4;1;0;0;1;1;1
873;dibstudent07--2016-09-26--00-34.log-6;34;0.0701754385964912;0;5;0;0;2;1;7;0;0;1;0;0.0826485312175309;1;84.696;0.051;0.00688501120590623;10;1;2;0.137254901960784;4.684;1;0;0;1
874;dibstudent07--2016-09-26--00-34.log-7;34;0.0701754385964912;0;5;0;0;2;1;8;0;0;1;0;0.0894294401717045;1;89.456;0.076;0.0068850112059059;9;1;2;0.156862745098039;2.944;1;0;0;1
875;dibstudent07--2016-09-26--00-34.log-8;34;0.0701754385964912;0;5;0;0;2;1;9;0;0;1;0;0.0973899493572263;1;92.412;0.012;0.0068850112059059;8;1;2;0.176470588235294;2.453;1;0;0;1
876;dibstudent07--2016-09-26--00-34.log-9;34;0.0701754385964912;0;5;0;0;2;1;10;0;0;1;0;0.105395179224502;1;94.881;0.016;0.0068850112059059;7;1;2;0.196078431372549;4.811;1;0;0;1
877;dibstudent09--2016-09-23--15-07.log-0;2;0.0142857142857143;0;3;0;0;1;0;1;0;0;1;0;1;1;0.016;0.016;0.000660281459453627;1;0.5;0;0.0144927536231884;12.422;0;0;1;0
878;dibstudent09--2016-09-23--15-07.log-1;4;0.0142857142857143;1;1;1;0;1;1;2;0;0;2;3.09851735944351e-05;0.16;1;12.5;0.062;0.500330140729727;0;0.5;1;0.0289855072463768;31.469;0;0;1;1
879;dibstudent09--2016-09-23--15-07.log-10;189;0.0857142857142857;2;0;2;0.1;3;2;11;2;2;2;0.00291801760074108;0.0292152259133742;0;376.516;0.625;0.415451737971371;0;0;2;0.159420289855072;236.781;0;1;1;1
880;dibstudent09--2016-09-23--15-07.log-11;2;0.0142857142857143;8;2;8;0;1;1;12;0;0;1;0;0.0195658660422981;0;613.313;0.016;0.001532428523631;0;0;1;0.173913043478261;4.25;0;0;0;0
881;dibstudent09--2016-09-23--15-07.log-12;2;0.0142857142857143;2;2;2;0;1;0;13;0;0;1;0;0.0210499726350356;0;617.578;0.015;0.000660281459453627;2;0;1;0.188405797101449;7.11;0;0;1;0
882;dibstudent09--2016-09-23--15-07.log-13;4;0.0142857142857143;1;1;1;0;1;1;14;0;0;2;0;0.0224106495406617;1;624.703;0.015;0.455814794588743;1;0.5;1;0.202898550724638;3.188;0;0;1;0
883;dibstudent09--2016-09-23--15-07.log-14;4;0.0142857142857143;0;1;0;0;1;2;15;0;0;2;0;0.0238883173387777;1;627.922;0.031;0.455814794588743;0;1;1;0.217391304347826;23.859;1;0;1;0
884;dibstudent09--2016-09-23--15-07.log-15;68;0.0571428571428571;3;3;3;0;2;2;16;0;0;2;0.000462962962962963;0.024545185385183;0;651.859;0.078;0.174614037931479;7;0;1;0.231884057971014;14.329;0;1;1;1
885;dibstudent09--2016-09-23--15-07.log-16;4;0.0571428571428571;1;4;1;0.0428571428571429;2;2;17;0;1;2;0;0.0255165602476007;0.0588235294117647;666.234;0.046;0.402118157055507;6;1;2;0.246376811594203;30.657;0;1;1;1
886;dibstudent09--2016-09-23--15-07.log-17;64;0.0714285714285714;1;2;1;0.0428571428571429;3;2;18;1;1;2;0.000986679822397632;0.0258197409132442;0;697.141;0.25;0.18055073608471;5;0;2;0.260869565217391;1.734;0;1;1;1
887;dibstudent09--2016-09-23--15-07.log-18;64;0.0714285714285714;0;2;0;0.0428571428571429;3;2;19;1;1;2;0;0.0271792384949568;1;699.063;0.188;0.18055073608471;4;1;3;0.27536231884058;2.234;1;0;1;1
888;dibstudent09--2016-09-23--15-07.log-19;4;0.0571428571428571;1;2;1;0.0428571428571429;2;2;20;1;1;2;0;0.0285185877024998;0;701.297;0;0.402118157055507;3;0;2;0.289855072463768;2.875;0;0;1;1
889;dibstudent09--2016-09-23--15-07.log-2;68;0.0571428571428571;3;1;3;0;2;2;3;0;0;2;0.000526470633777736;0.0679640243764301;0;44.141;0.172;0.181103514957325;4;0;1;0.0434782608695652;3.172;0;1;1;1
890;dibstudent09--2016-09-23--15-07.log-20;4;0.0714285714285714;1;1;1;0.0428571428571429;3;2;21;1;1;2;6.16636862551643e-05;0.0297978006385243;0;704.75;0.578;0.402118157055505;2;0;2;0.304347826086957;16.875;0;1;1;1
891;dibstudent09--2016-09-23--15-07.log-21;4;0.0571428571428571;1;1;1;0.0428571428571429;2;2;22;1;1;2;0;0.0304860727148264;0;721.641;0.016;0.402118157055507;1;0;2;0.318840579710145;4.703;0;0;1;1
892;dibstudent09--2016-09-23--15-07.log-22;2;0.0428571428571429;1;0;1;0.0428571428571429;1;2;23;1;1;2;1.5415683916817e-05;0.031665436762746;0;726.344;0;0.874850496688967;0;0;1;0.333333333333333;10.656;0;0;0;1
893;dibstudent09--2016-09-23--15-07.log-23;2;0;4;6;4;0;0;2;24;0;0;2;1.54154462771697e-05;0.032563743527956;0;737.016;0.016;0.947812523191766;7;0;0;0.347826086956522;4.718;0;0;0;0
894;dibstudent09--2016-09-23--15-07.log-24;4;0.0142857142857143;1;1;1;0;1;2;25;0;0;2;6.16579831673706e-05;0.0337019427147858;0;741.797;0.063;0.702292921433706;6;0;0;0.36231884057971;3.703;0;1;1;0
895;dibstudent09--2016-09-23--15-07.log-25;4;0.0142857142857143;0;1;0;0;1;2;26;0;0;2;0;0.0348751737051921;1;745.516;0.016;0.702292921433706;5;1;1;0.376811594202899;2.203;1;0;1;0
896;dibstudent09--2016-09-23--15-07.log-26;12;0.0142857142857143;0;1;0;0;1;2;27;0;0;2;0.000123300761382202;0.0361068280686458;1;747.781;0.062;0.45948762447961;4;0.333333333333333;1;0.391304347826087;5.032;1;0;1;0
897;dibstudent09--2016-09-23--15-07.log-27;12;0.0142857142857143;0;1;0;0;1;2;28;0;0;2;0;0.0371923001312357;1;752.844;0.031;0.45948762447961;3;1;1;0.405797101449275;3.859;1;0;1;0
898;dibstudent09--2016-09-23--15-07.log-28;30;0.0142857142857143;0;1;0;0;1;2;29;0;0;2;0.000277349768875193;0.0383209605082681;1;756.766;0.063;0.437535313931254;2;0.4;1;0.420289855072464;10.515;1;0;1;1
899;dibstudent09--2016-09-23--15-07.log-29;30;0.0142857142857143;0;1;0;0;1;2;30;0;0;2;0;0.0390982891891927;1;767.297;0.016;0.437535313931254;1;1;1;0.434782608695652;2.156;1;0;1;1
900;dibstudent09--2016-09-23--15-07.log-3;68;0.0571428571428571;0;1;0;0;2;2;4;0;0;2;0;0.0844880027036161;1;47.344;0.031;0.181103514957325;3;1;2;0.0579710144927536;4.547;1;0;1;1
901;dibstudent09--2016-09-23--15-07.log-30;26;0.0285714285714286;1;0;1;0;1;2;31;0;0;2;0;0.0402875229541411;0.866666666666667;769.469;0.016;0.476687593675219;0;1;0;0.449275362318841;26.547;0;1;1;0
902;dibstudent09--2016-09-23--15-07.log-31;719;0.0714285714285714;3;3;3;0;2;2;32;0;0;2;0.0109571922766272;0.0401529324815893;0;796.953;0.937;0.294503626375945;5;0;1;0.463768115942029;6.235;0;1;1;1
903;dibstudent09--2016-09-23--15-07.log-32;26;0.0714285714285714;1;2;1;0.0428571428571429;2;2;33;0;1;2;0;0.0410623450829708;0.0361613351877608;803.656;0.468;0.529463928320171;4;1;2;0.478260869565217;10.125;0;1;1;1
904;dibstudent09--2016-09-23--15-07.log-33;26;0.0714285714285714;0;2;0;0.0428571428571429;2;2;34;1;1;2;0;0.0417786395646174;1;813.813;0.032;0.529463928320171;3;1;2;0.492753623188406;2.296;1;0;1;1
905;dibstudent09--2016-09-23--15-07.log-34;26;0.0714285714285714;0;2;0;0.0428571428571429;2;2;35;1;1;2;0;0.0428847466307905;1;816.141;0.032;0.529463928320171;2;1;2;0.507246376811594;23.25;1;0;1;1
906;dibstudent09--2016-09-23--15-07.log-35;6;0.0714285714285714;1;0;1;0.0714285714285714;2;2;36;1;2;2;0;0.042881084796154;0.230769230769231;839.531;0.14;0.367494645041716;1;1;2;0.521739130434783;23.032;0;1;1;1
907;dibstudent09--2016-09-23--15-07.log-36;2;0.0714285714285714;0;0;0;0.0714285714285714;2;2;37;2;2;2;0;0.0428946715543406;0.333333333333333;862.578;0.015;0.683027037548044;0;1;2;0.536231884057971;1.531;1;0;1;1
908;dibstudent09--2016-09-23--15-07.log-37;2;0.0428571428571429;3;2;3;0.0428571428571429;1;2;38;1;1;2;3.04780481857942e-05;0.0439727276514398;0;864.172;0.063;0.983036859030391;21;0;1;0.550724637681159;8.344;0;0;0;0
909;dibstudent09--2016-09-23--15-07.log-38;10;0.0571428571428571;1;1;1;0.0428571428571429;2;2;39;1;1;2;0.000152367021681827;0.0446791180112981;0;872.891;0.375;0.504961261367401;20;0;1;0.565217391304348;210.515;0;1;0;1
910;dibstudent09--2016-09-23--15-07.log-39;2;0.0428571428571429;1;1;1;0.0428571428571429;1;2;40;1;1;2;0;0.0369200551585624;0;1083.422;0.016;0.983036859030391;19;0;1;0.579710144927536;22.531;0;0;0;0
911;dibstudent09--2016-09-23--15-07.log-4;34;0.0571428571428571;1;3;1;0;2;1;5;0;0;1;0;0.0960965578212988;0.5;52.031;0.14;0.0201398852276153;2;1;2;0.072463768115942;64.078;0;0;1;0
912;dibstudent09--2016-09-23--15-07.log-40;12;0.0571428571428571;1;3;1;0.0428571428571429;2;2;41;1;1;2;9.14118561177385e-05;0.0370563853574857;0;1106.422;0.469;0.37247545044579;18;0;1;0.594202898550725;6.422;0;1;1;1
913;dibstudent09--2016-09-23--15-07.log-41;24;0.0714285714285714;1;2;1;0.0428571428571429;3;2;42;1;1;2;0.000365513775300407;0.037722088797797;0;1113.406;0.562;0.316881033929481;17;0;2;0.608695652173913;15;0;1;1;1
914;dibstudent09--2016-09-23--15-07.log-42;24;0.0714285714285714;0;2;0;0.0428571428571429;3;2;43;1;1;2;0;0.0381063112913431;1;1128.422;0.016;0.316881033929481;16;1;3;0.623188405797101;2.156;1;0;1;1
915;dibstudent09--2016-09-23--15-07.log-43;24;0.0714285714285714;0;2;0;0.0428571428571429;3;2;44;1;1;2;0;0.0389138438652767;1;1130.703;0.125;0.316881033929481;15;1;3;0.63768115942029;6.11;1;0;1;1
916;dibstudent09--2016-09-23--15-07.log-44;12;0.0714285714285714;1;1;1;0.0428571428571429;3;1;45;1;1;1;0;0.0395691360738624;0.5;1137.25;0.437;0.0145304466767942;14;1;3;0.652173913043478;40.938;0;0;1;0
917;dibstudent09--2016-09-23--15-07.log-45;12;0.0714285714285714;0;1;0;0.0428571428571429;3;1;46;1;1;1;0;0.0390419777647449;1;1178.219;0.031;0.0145304466767942;13;1;3;0.666666666666667;1.703;1;0;1;1
918;dibstudent09--2016-09-23--15-07.log-46;2;0.0571428571428571;1;2;1;0.0428571428571429;2;1;47;1;1;1;3.04585535232932e-05;0.0398315548967812;0;1179.969;0.047;5.4986966359083e-06;12;0;2;0.681159420289855;6.75;0;0;0;1
919;dibstudent09--2016-09-23--15-07.log-47;4;0.0714285714285714;1;1;1;0.0428571428571429;3;1;48;1;1;1;6.09133963786986e-05;0.0404237078309144;0;1187.422;0.703;0.00125968817038302;11;0;2;0.695652173913043;2.422;0;1;0;1
920;dibstudent09--2016-09-23--15-07.log-48;16;0.0714285714285714;0;1;0;0.0428571428571429;3;1;49;1;1;1;0.000182706801260677;0.0411548556430446;1;1190.625;0.781;0.0250482998857269;10;0.25;3;0.710144927536232;6.219;1;0;0;1
921;dibstudent09--2016-09-23--15-07.log-49;32;0.0857142857142857;1;1;1;0.0428571428571429;4;1;50;1;1;1;0.00048698087078267;0.0417237238590439;0;1198.359;1.515;0.0315336283644426;9;0;3;0.72463768115942;15.125;0;1;1;1
922;dibstudent09--2016-09-23--15-07.log-5;2;0.0571428571428571;1;3;1;0.0428571428571429;2;1;6;0;1;1;0;0.0516546713041083;0.0588235294117647;116.156;0.047;0.00915240933274364;1;1;2;0.0869565217391304;18.641;0;1;1;1
923;dibstudent09--2016-09-23--15-07.log-50;64;0.0857142857142857;1;3;1;0.0428571428571429;4;1;51;1;1;2;0.000486743835845641;0.0419753086419753;1;1215;1.516;0.0850640684785198;8;0.5;4;0.739130434782609;2.031;0;0;1;1
924;dibstudent09--2016-09-23--15-07.log-51;32;0.0857142857142857;1;1;1;0.0428571428571429;4;1;52;1;1;1;0;0.0427247197011899;0.5;1217.094;0.063;0.00971999028808723;7;1;4;0.753623188405797;13.047;0;0;1;1
925;dibstudent09--2016-09-23--15-07.log-52;32;0.0857142857142857;0;1;0;0.0428571428571429;4;1;53;1;1;1;0;0.0430544272948822;1;1231;0.859;0.00971999028808723;6;1;4;0.768115942028985;9.141;1;0;1;0
926;dibstudent09--2016-09-23--15-07.log-53;32;0.0857142857142857;0;1;0;0.0428571428571429;4;1;54;1;1;1;0;0.0435417856002477;1;1240.188;0.047;0.00971999028808723;5;1;4;0.782608695652174;10.093;1;0;1;0
927;dibstudent09--2016-09-23--15-07.log-54;12;0.0857142857142857;1;1;1;0.0571428571428571;4;1;55;1;2;1;0;0.043975268309103;0.375;1250.703;0.422;0.0207218915246612;4;1;4;0.797101449275362;6.891;0;1;1;1
928;dibstudent09--2016-09-23--15-07.log-55;8;0.0857142857142857;1;3;1;0.0857142857142857;4;1;56;2;3;1;0;0.0445245179028316;0.666666666666667;1257.734;0.14;0.0256179433237415;3;1;4;0.811594202898551;16.016;0;1;1;1
929;dibstudent09--2016-09-23--15-07.log-56;16;0.0857142857142857;1;0;1;0.0857142857142857;4;1;57;3;3;2;0.000121671153290444;0.0447420620124979;1;1273.969;0.219;0.568663811561176;2;0.5;4;0.826086956521739;102.734;0;0;1;0
930;dibstudent09--2016-09-23--15-07.log-57;16;0.0857142857142857;0;0;0;0.0857142857142857;4;2;58;3;3;2;0;0.0421282004721264;1;1376.75;0.047;0.568663811561176;1;1;4;0.840579710144927;2.922;1;0;1;1
931;dibstudent09--2016-09-23--15-07.log-58;16;0.0857142857142857;0;0;0;0.0857142857142857;4;2;59;3;3;2;0;0.0427623305905043;1;1379.719;0.047;0.568663811561176;0;1;4;0.855072463768116;1.875;1;0;1;1
932;dibstudent09--2016-09-23--15-07.log-59;8;0.1;2;0;2;0.0714285714285714;4;2;60;2;2;2;0;0.0434231952234485;0.5;1381.75;0.156;0.386830752750522;0;1;3;0.869565217391304;2.719;0;0;1;1
